# Enu	nu1	 nu2	 nu3	 anu1	 anu2	 anu3	 for no decay 6 columns NO and 6 columns IO
0.1	 0.009439902698050688 	 0.008943133785886858 	 0.008579733867382778 	 0.00903689218842966 	 0.008982744377003804 	 0.008943133785886856 	0.007770119613592695 	 0.008620412964786455 	 0.009242425588689278 	 0.00924242558868928 	 0.00847570480312232 	 0.007914827775256827 
0.6	 0.36523398540714164 	 0.403019102200669 	 0.4306599388698255 	 0.3958876732732365 	 0.40000625100373083 	 0.40301910220066883 	0.2988113738436559 	 0.31503022147916115 	 0.32689474795143963 	 0.32689474795143963 	 0.31226999805468114 	 0.3015715972681359 
1.1	 0.939915518939921 	 1.095303907565701 	 1.208974723875693 	 1.065976454227702 	 1.082913788587912 	 1.095303907565701 	0.7809776585294742 	 0.7999086974820607 	 0.8137572653857998 	 0.8137572653858 	 0.7966868966278318 	 0.7841994593837026 
1.6	 1.4299422260023669 	 1.6959377951024504 	 1.8905207606756638 	 1.6457347348230615 	 1.6747282518549707 	 1.6959377951024501 	1.2219837075421687 	 1.2275774704605946 	 1.2316694595905762 	 1.2316694595905762 	 1.2266254894206703 	 1.2229356885820932 
2.1	 1.7467737518749438 	 2.0755172219605984 	 2.316001977171039 	 2.0134713454033233 	 2.0493043836426597 	 2.0755172219605975 	1.5372721580418698 	 1.524314752791207 	 1.5148360597876427 	 1.5148360597876431 	 1.5265199238549678 	 1.5350669869781086 
2.6	 1.9052368585235786 	 2.2532026209669684 	 2.507749003838117 	 2.187528797127684 	 2.225457065234013 	 2.2532026209669676 	1.721647789731401 	 1.6919728749342497 	 1.6702648707599779 	 1.670264870759978 	 1.6970231347790503 	 1.716597529886599 
3.1	 1.9459201468730216 	 2.2841466461314925 	 2.5315684941112115 	 2.22031097628253 	 2.257177664701703 	 2.2841466461314925 	1.799181420455772 	 1.7570749358366908 	 1.726272901521746 	 1.7262729015217464 	 1.76424087683201 	 1.7920154794604528 
3.6	 1.907376514972302 	 2.2193746895521054 	 2.447609807409744 	 2.160489260676424 	 2.194497061705623 	 2.219374689552105 	1.799029475871452 	 1.7488913249495825 	 1.7122139091274267 	 1.712213909127427 	 1.757424144404135 	 1.7904966564168994 
4.1	 1.819483927073516 	 2.097359628923931 	 2.3006332334795307 	 2.044914354525676 	 2.0752028060273715 	 2.097359628923931 	1.7464647768980064 	 1.6919913249945584 	 1.6521425190454848 	 1.6521425190454848 	 1.7012619526824984 	 1.7371941492100662 
4.6	 1.7035398778837443 	 1.9448298728110396 	 2.12134004151401 	 1.8992896549753406 	 1.9255902644224157 	 1.9448298728110394 	1.6608466395910055 	 1.604883331792735 	 1.563944655891044 	 1.563944655891044 	 1.6144075123367339 	 1.651322459047005 
